team_1_athlete_1_id,team_1_athlete_1_name,team_1_athlete_1_profile_pic,team_1_athlete_1_nationality_name,team_1_athlete_1_national_flag_thumbnail,team_1_athlete_1_dob,team_1_athlete_1_age,team_1_athlete_1_height,team_1_current_rank,team_1_total_wins,team_1_total_points,team_1_career_wins,team_1_career_losses,team_1_current_year_wins,team_1_current_year_losses,team_2_athlete_1_id,team_2_athlete_1_name,team_2_athlete_1_profile_pic,team_2_athlete_1_nationality_name,team_2_athlete_1_national_flag_thumbnail,team_2_athlete_1_dob,team_2_athlete_1_age,team_2_athlete_1_height,team_2_current_rank,team_2_total_wins,team_2_total_points,team_2_career_wins,team_2_career_losses,team_2_current_year_wins,team_2_current_year_losses
83950,PRANNOY H. S.,https://img.bwfbadminton.com/image/upload/v1657773756/assets/players/thumbnail/83950.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,1992-07-17,32,179.0,33,1,43,283,208,4,12,8601,Abhimanyu SINGH,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,1990-07-18,34.0,,,0,39,27,26,0,0
83950,PRANNOY H. S.,https://img.bwfbadminton.com/image/upload/v1657773756/assets/players/thumbnail/83950.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,1992-07-17,32,179.0,33,1,95,283,208,4,12,14004,Niluka KARUNARATNE,https://img.bwfbadminton.com/image/upload/v1604896889/assets/players/thumbnail/14004.jpg,Sri Lanka,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/SRI.png,1985-02-13,40.0,175.0,,1,89,291,172,0,0
83950,PRANNOY H. S.,https://img.bwfbadminton.com/image/upload/v1604895065/assets/players/thumbnail/25925.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,1992-07-17,32,179.0,33,0,133,283,208,4,12,25925,Sourabh VERMA,https://img.bwfbadminton.com/image/upload/v1657773756/assets/players/thumbnail/83950.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,1992-12-30,32.0,,,4,174,212,129,0,0
83950,PRANNOY H. S.,https://img.bwfbadminton.com/image/upload/v1657773756/assets/players/thumbnail/83950.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,1992-07-17,32,179.0,33,0,133,283,208,4,12,25925,Sourabh VERMA,https://img.bwfbadminton.com/image/upload/v1604895065/assets/players/thumbnail/25925.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,1992-12-30,32.0,,,4,174,212,129,0,0
83950,PRANNOY H. S.,https://img.bwfbadminton.com/image/upload/v1657773756/assets/players/thumbnail/83950.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,1992-07-17,32,179.0,33,1,42,283,208,4,12,12305,James VARGHESE,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,United Arab Emirates,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/UAE.png,1970-06-07,55.0,,,0,13,1,7,0,0
83950,PRANNOY H. S.,https://img.bwfbadminton.com/image/upload/v1694656229/assets/players/thumbnail/42776.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,1992-07-17,32,179.0,33,3,219,283,208,4,12,42776,B. SAI PRANEETH,https://img.bwfbadminton.com/image/upload/v1657773756/assets/players/thumbnail/83950.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,1992-08-10,32.0,176.0,,2,195,230,173,0,0
83950,PRANNOY H. S.,https://img.bwfbadminton.com/image/upload/v1657773756/assets/players/thumbnail/83950.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,1992-07-17,32,179.0,33,3,219,283,208,4,12,42776,B. SAI PRANEETH,https://img.bwfbadminton.com/image/upload/v1694656229/assets/players/thumbnail/42776.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,1992-08-10,32.0,176.0,,2,195,230,173,0,0
83950,PRANNOY H. S.,https://img.bwfbadminton.com/image/upload/v1657773756/assets/players/thumbnail/83950.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,1992-07-17,32,179.0,33,1,42,283,208,4,12,53737,Christopher FLORES,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,Philippines,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/PHI.png,,,,,0,22,13,41,0,0
83950,PRANNOY H. S.,https://img.bwfbadminton.com/image/upload/v1657773756/assets/players/thumbnail/83950.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,1992-07-17,32,179.0,33,0,35,283,208,4,12,58089,Alwi FARHAN,https://img.bwfbadminton.com/image/upload/v1693964609/assets/players/thumbnail/58089.jpg,Indonesia,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/INA.png,2005-05-12,20.0,,29.0,1,42,110,44,12,9
83950,PRANNOY H. S.,https://img.bwfbadminton.com/image/upload/v1657773756/assets/players/thumbnail/83950.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,1992-07-17,32,179.0,33,0,46,283,208,4,12,72885,Christo POPOV,https://img.bwfbadminton.com/image/upload/v1719991249/assets/players/thumbnail/72885.jpg,France,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/FRA.png,2002-03-08,23.0,179.0,18.0,2,84,154,89,16,9
