athlete_id,athlete_name,tournament_date,world_ranking,world_tour_ranking,olympic_rank
83950,PRANNOY H. S.,2012-08-30,80,25,
83950,PRANNOY H. S.,2012-09-06,79,25,
83950,PRANNOY H. S.,2012-09-13,77,25,
83950,PRANNOY H. S.,2012-09-20,76,25,
83950,PRANNOY H. S.,2012-09-27,77,25,
83950,PRANNOY H. S.,2012-10-04,80,25,
83950,PRANNOY H. S.,2012-10-11,82,25,
83950,PRANNOY H. S.,2012-10-18,92,25,
83950,PRANNOY H. S.,2012-10-25,90,25,
83950,PRANNOY H. S.,2012-11-01,89,25,
83950,PRANNOY H. S.,2012-11-08,87,25,
83950,PRANNOY H. S.,2012-11-16,89,25,
83950,PRANNOY H. S.,2012-11-22,92,25,
83950,PRANNOY H. S.,2012-11-29,89,25,
83950,PRANNOY H. S.,2012-12-06,93,25,
83950,PRANNOY H. S.,2012-12-13,92,25,
83950,PRANNOY H. S.,2012-12-20,93,25,
83950,PRANNOY H. S.,2012-12-27,86,25,
83950,PRANNOY H. S.,2013-01-03,86,25,
83950,PRANNOY H. S.,2013-01-10,85,25,
83950,PRANNOY H. S.,2013-01-17,85,25,
83950,PRANNOY H. S.,2013-01-25,85,25,
83950,PRANNOY H. S.,2013-01-31,85,25,
83950,PRANNOY H. S.,2013-02-07,85,25,
83950,PRANNOY H. S.,2013-02-14,85,25,
83950,PRANNOY H. S.,2013-02-21,90,25,
83950,PRANNOY H. S.,2013-02-28,97,25,
83950,PRANNOY H. S.,2013-03-07,97,25,
83950,PRANNOY H. S.,2013-03-14,96,25,
83950,PRANNOY H. S.,2013-03-21,80,25,
83950,PRANNOY H. S.,2013-03-28,68,25,
83950,PRANNOY H. S.,2013-04-04,72,25,
83950,PRANNOY H. S.,2013-04-11,71,25,
83950,PRANNOY H. S.,2013-04-18,72,25,
83950,PRANNOY H. S.,2013-04-25,76,25,
83950,PRANNOY H. S.,2013-05-02,55,25,
83950,PRANNOY H. S.,2013-05-09,67,25,
83950,PRANNOY H. S.,2013-05-16,67,25,
83950,PRANNOY H. S.,2013-05-23,67,25,
83950,PRANNOY H. S.,2013-05-30,65,25,
83950,PRANNOY H. S.,2013-06-06,64,25,
83950,PRANNOY H. S.,2013-06-13,53,25,
83950,PRANNOY H. S.,2013-06-20,54,25,
83950,PRANNOY H. S.,2013-06-27,53,25,
83950,PRANNOY H. S.,2013-07-04,52,25,
83950,PRANNOY H. S.,2013-07-11,50,25,
83950,PRANNOY H. S.,2013-07-18,50,25,
83950,PRANNOY H. S.,2013-07-25,51,25,
83950,PRANNOY H. S.,2013-08-01,51,25,
83950,PRANNOY H. S.,2013-08-07,46,25,
83950,PRANNOY H. S.,2013-08-15,47,25,
83950,PRANNOY H. S.,2013-08-22,47,25,
83950,PRANNOY H. S.,2013-08-29,56,25,
83950,PRANNOY H. S.,2013-09-05,56,25,
83950,PRANNOY H. S.,2013-09-12,56,25,
83950,PRANNOY H. S.,2013-09-19,56,25,
83950,PRANNOY H. S.,2013-09-26,42,25,
83950,PRANNOY H. S.,2013-10-03,42,25,
83950,PRANNOY H. S.,2013-10-10,43,25,
83950,PRANNOY H. S.,2013-10-17,43,25,
83950,PRANNOY H. S.,2013-10-24,42,25,
83950,PRANNOY H. S.,2013-10-31,42,25,
83950,PRANNOY H. S.,2013-11-07,41,25,
83950,PRANNOY H. S.,2013-11-14,47,25,
83950,PRANNOY H. S.,2013-11-21,46,25,
83950,PRANNOY H. S.,2013-11-28,48,25,
83950,PRANNOY H. S.,2013-12-05,47,25,
83950,PRANNOY H. S.,2013-12-12,49,25,
83950,PRANNOY H. S.,2013-12-19,40,25,
83950,PRANNOY H. S.,2013-12-26,49,25,
83950,PRANNOY H. S.,2014-01-02,49,25,
83950,PRANNOY H. S.,2014-01-09,49,25,
83950,PRANNOY H. S.,2014-01-16,49,25,
83950,PRANNOY H. S.,2014-01-23,49,25,
83950,PRANNOY H. S.,2014-01-30,39,25,
83950,PRANNOY H. S.,2014-02-06,39,25,
83950,PRANNOY H. S.,2014-02-13,39,25,
83950,PRANNOY H. S.,2014-02-20,39,25,
83950,PRANNOY H. S.,2014-02-27,39,25,
83950,PRANNOY H. S.,2014-03-06,34,25,
83950,PRANNOY H. S.,2014-03-13,34,25,
83950,PRANNOY H. S.,2014-03-20,40,25,
83950,PRANNOY H. S.,2014-03-27,44,25,
83950,PRANNOY H. S.,2014-04-03,44,25,
83950,PRANNOY H. S.,2014-04-10,49,25,
83950,PRANNOY H. S.,2014-04-17,41,25,
83950,PRANNOY H. S.,2014-04-24,40,25,
83950,PRANNOY H. S.,2014-05-02,42,25,
83950,PRANNOY H. S.,2014-05-08,42,25,
83950,PRANNOY H. S.,2014-05-15,42,25,
83950,PRANNOY H. S.,2014-05-22,42,25,
83950,PRANNOY H. S.,2014-05-29,42,25,
83950,PRANNOY H. S.,2014-06-05,42,25,
83950,PRANNOY H. S.,2014-06-12,43,25,
83950,PRANNOY H. S.,2014-06-19,57,25,
83950,PRANNOY H. S.,2014-06-26,55,25,
83950,PRANNOY H. S.,2014-07-03,52,25,
83950,PRANNOY H. S.,2014-07-10,52,25,
83950,PRANNOY H. S.,2014-07-17,52,25,
83950,PRANNOY H. S.,2014-07-24,49,25,
83950,PRANNOY H. S.,2014-07-31,50,25,
83950,PRANNOY H. S.,2014-08-07,50,25,
83950,PRANNOY H. S.,2014-08-14,50,25,
83950,PRANNOY H. S.,2014-08-21,50,25,
83950,PRANNOY H. S.,2014-08-28,50,25,
83950,PRANNOY H. S.,2014-09-04,50,25,
83950,PRANNOY H. S.,2014-09-11,43,25,
83950,PRANNOY H. S.,2014-09-18,31,25,
83950,PRANNOY H. S.,2014-09-25,31,25,
83950,PRANNOY H. S.,2014-10-02,31,25,
83950,PRANNOY H. S.,2014-10-09,31,25,
83950,PRANNOY H. S.,2014-10-16,31,25,
83950,PRANNOY H. S.,2014-10-23,32,25,
83950,PRANNOY H. S.,2014-10-30,32,25,
83950,PRANNOY H. S.,2014-11-06,27,25,
83950,PRANNOY H. S.,2014-11-13,27,25,
83950,PRANNOY H. S.,2014-11-20,24,25,
83950,PRANNOY H. S.,2014-11-27,26,25,
83950,PRANNOY H. S.,2014-12-04,22,25,
83950,PRANNOY H. S.,2014-12-11,22,25,
83950,PRANNOY H. S.,2014-12-18,21,25,
83950,PRANNOY H. S.,2014-12-24,21,25,
83950,PRANNOY H. S.,2015-01-02,21,25,
83950,PRANNOY H. S.,2015-01-08,21,25,
83950,PRANNOY H. S.,2015-01-15,20,25,
83950,PRANNOY H. S.,2015-01-22,18,25,
83950,PRANNOY H. S.,2015-01-29,18,25,
83950,PRANNOY H. S.,2015-02-05,18,25,
83950,PRANNOY H. S.,2015-02-12,18,25,
83950,PRANNOY H. S.,2015-02-18,18,25,
83950,PRANNOY H. S.,2015-02-26,18,25,
83950,PRANNOY H. S.,2015-03-05,19,25,
83950,PRANNOY H. S.,2015-03-12,17,25,
83950,PRANNOY H. S.,2015-03-19,17,25,
83950,PRANNOY H. S.,2015-04-16,15,25,
83950,PRANNOY H. S.,2015-04-23,15,25,
83950,PRANNOY H. S.,2015-04-30,15,25,
83950,PRANNOY H. S.,2015-05-07,15,25,
83950,PRANNOY H. S.,2015-05-14,15,25,
83950,PRANNOY H. S.,2015-05-21,15,25,
83950,PRANNOY H. S.,2015-05-28,14,25,
83950,PRANNOY H. S.,2015-06-04,13,25,
83950,PRANNOY H. S.,2015-06-11,13,25,
83950,PRANNOY H. S.,2015-06-18,12,25,
83950,PRANNOY H. S.,2015-06-25,12,25,
83950,PRANNOY H. S.,2015-07-02,12,25,
83950,PRANNOY H. S.,2015-07-09,12,25,
83950,PRANNOY H. S.,2015-07-16,12,25,
83950,PRANNOY H. S.,2015-07-23,12,25,
83950,PRANNOY H. S.,2015-07-30,12,25,
83950,PRANNOY H. S.,2015-08-06,12,25,
83950,PRANNOY H. S.,2015-08-13,12,25,
83950,PRANNOY H. S.,2015-08-20,12,25,
83950,PRANNOY H. S.,2015-08-27,12,25,
83950,PRANNOY H. S.,2015-09-03,12,25,
83950,PRANNOY H. S.,2015-09-10,12,25,
83950,PRANNOY H. S.,2015-09-17,15,25,
83950,PRANNOY H. S.,2015-09-23,16,25,
83950,PRANNOY H. S.,2015-10-01,16,25,
83950,PRANNOY H. S.,2015-10-08,16,25,
83950,PRANNOY H. S.,2015-10-15,16,25,
83950,PRANNOY H. S.,2015-10-22,17,25,
83950,PRANNOY H. S.,2015-10-29,17,25,
83950,PRANNOY H. S.,2015-11-05,21,25,
83950,PRANNOY H. S.,2015-11-12,21,25,
83950,PRANNOY H. S.,2015-11-19,19,25,
83950,PRANNOY H. S.,2015-11-26,20,25,
83950,PRANNOY H. S.,2015-12-10,20,25,
83950,PRANNOY H. S.,2015-12-23,20,25,
83950,PRANNOY H. S.,2015-12-31,20,25,
83950,PRANNOY H. S.,2016-01-07,20,25,
83950,PRANNOY H. S.,2016-01-14,20,25,
83950,PRANNOY H. S.,2016-01-21,20,25,
83950,PRANNOY H. S.,2016-01-28,20,25,
83950,PRANNOY H. S.,2016-02-04,27,25,
83950,PRANNOY H. S.,2016-02-11,27,25,
83950,PRANNOY H. S.,2016-02-18,27,25,
83950,PRANNOY H. S.,2016-02-25,26,25,
83950,PRANNOY H. S.,2016-03-03,26,25,
83950,PRANNOY H. S.,2016-03-10,24,25,
83950,PRANNOY H. S.,2016-03-17,27,25,
83950,PRANNOY H. S.,2016-03-24,20,25,
83950,PRANNOY H. S.,2016-03-31,19,25,
83950,PRANNOY H. S.,2016-04-07,22,25,
83950,PRANNOY H. S.,2016-04-14,23,25,
83950,PRANNOY H. S.,2016-04-21,30,25,
83950,PRANNOY H. S.,2016-04-28,27,25,
83950,PRANNOY H. S.,2016-05-05,25,25,
83950,PRANNOY H. S.,2016-05-12,25,25,
83950,PRANNOY H. S.,2016-05-19,25,25,
83950,PRANNOY H. S.,2016-05-26,25,25,
83950,PRANNOY H. S.,2016-06-02,25,25,
83950,PRANNOY H. S.,2016-06-09,24,25,
83950,PRANNOY H. S.,2016-06-16,28,25,
83950,PRANNOY H. S.,2016-06-23,28,25,
83950,PRANNOY H. S.,2016-06-30,28,25,
83950,PRANNOY H. S.,2016-07-08,29,25,
83950,PRANNOY H. S.,2016-07-14,29,25,
83950,PRANNOY H. S.,2016-07-21,29,25,
83950,PRANNOY H. S.,2016-07-28,28,25,
83950,PRANNOY H. S.,2016-08-04,28,25,
83950,PRANNOY H. S.,2016-08-11,28,25,
83950,PRANNOY H. S.,2016-08-18,28,25,
83950,PRANNOY H. S.,2016-08-25,31,25,
83950,PRANNOY H. S.,2016-09-01,31,25,
83950,PRANNOY H. S.,2016-09-08,31,25,
83950,PRANNOY H. S.,2016-09-15,29,25,
83950,PRANNOY H. S.,2016-09-22,31,25,
83950,PRANNOY H. S.,2016-09-29,31,25,
83950,PRANNOY H. S.,2016-10-06,33,25,
83950,PRANNOY H. S.,2016-10-13,32,25,
83950,PRANNOY H. S.,2016-10-20,32,25,
83950,PRANNOY H. S.,2016-10-27,27,25,
83950,PRANNOY H. S.,2016-11-03,28,25,
83950,PRANNOY H. S.,2016-11-10,28,25,
83950,PRANNOY H. S.,2016-11-17,27,25,
83950,PRANNOY H. S.,2016-11-24,25,25,
83950,PRANNOY H. S.,2016-12-01,26,25,
83950,PRANNOY H. S.,2016-12-08,29,25,
83950,PRANNOY H. S.,2016-12-15,29,25,
83950,PRANNOY H. S.,2016-12-22,28,25,
83950,PRANNOY H. S.,2016-12-29,28,25,
83950,PRANNOY H. S.,2017-01-05,28,25,
83950,PRANNOY H. S.,2017-01-12,28,25,
83950,PRANNOY H. S.,2017-01-19,28,25,
83950,PRANNOY H. S.,2017-01-26,25,25,
83950,PRANNOY H. S.,2017-02-02,24,25,
83950,PRANNOY H. S.,2017-02-10,24,25,
83950,PRANNOY H. S.,2017-02-16,23,25,
83950,PRANNOY H. S.,2017-02-23,21,25,
83950,PRANNOY H. S.,2017-03-02,21,25,
83950,PRANNOY H. S.,2017-03-09,22,25,
83950,PRANNOY H. S.,2017-03-16,23,25,
83950,PRANNOY H. S.,2017-03-23,26,25,
83950,PRANNOY H. S.,2017-03-30,25,25,
83950,PRANNOY H. S.,2017-04-06,26,25,
83950,PRANNOY H. S.,2017-04-13,27,25,
83950,PRANNOY H. S.,2017-04-20,29,25,
83950,PRANNOY H. S.,2017-04-27,29,25,
83950,PRANNOY H. S.,2017-05-04,30,25,
83950,PRANNOY H. S.,2017-05-11,30,25,
83950,PRANNOY H. S.,2017-05-18,30,25,
83950,PRANNOY H. S.,2017-05-25,29,25,
83950,PRANNOY H. S.,2017-06-01,30,25,
83950,PRANNOY H. S.,2017-06-08,29,25,
83950,PRANNOY H. S.,2017-06-15,25,25,
83950,PRANNOY H. S.,2017-06-22,21,25,
83950,PRANNOY H. S.,2017-06-29,23,25,
83950,PRANNOY H. S.,2017-07-06,23,25,
83950,PRANNOY H. S.,2017-07-13,23,25,
83950,PRANNOY H. S.,2017-07-20,23,25,
83950,PRANNOY H. S.,2017-07-27,17,25,
83950,PRANNOY H. S.,2017-08-03,17,25,
83950,PRANNOY H. S.,2017-08-10,15,25,
83950,PRANNOY H. S.,2017-08-17,15,25,
83950,PRANNOY H. S.,2017-08-24,15,25,
83950,PRANNOY H. S.,2017-08-30,18,25,
83950,PRANNOY H. S.,2017-09-07,18,25,
83950,PRANNOY H. S.,2017-09-14,18,25,
83950,PRANNOY H. S.,2017-09-21,19,25,
83950,PRANNOY H. S.,2017-09-28,15,25,
83950,PRANNOY H. S.,2017-10-05,15,25,
83950,PRANNOY H. S.,2017-10-12,15,25,
83950,PRANNOY H. S.,2017-10-19,14,25,
83950,PRANNOY H. S.,2017-10-26,12,25,
83950,PRANNOY H. S.,2017-11-02,11,25,
83950,PRANNOY H. S.,2017-11-09,11,25,
83950,PRANNOY H. S.,2017-11-16,10,25,
83950,PRANNOY H. S.,2017-11-23,10,25,
83950,PRANNOY H. S.,2017-11-30,10,25,
83950,PRANNOY H. S.,2017-12-07,10,25,
83950,PRANNOY H. S.,2017-12-14,10,25,
83950,PRANNOY H. S.,2017-12-21,10,25,
83950,PRANNOY H. S.,2017-12-28,10,25,
83950,PRANNOY H. S.,2018-01-04,10,25,
83950,PRANNOY H. S.,2018-01-11,10,25,
83950,PRANNOY H. S.,2018-01-18,10,25,
83950,PRANNOY H. S.,2018-01-25,10,25,
83950,PRANNOY H. S.,2018-02-02,11,25,
83950,PRANNOY H. S.,2018-02-08,10,62,
83950,PRANNOY H. S.,2018-02-15,11,62,
83950,PRANNOY H. S.,2018-02-22,13,62,
83950,PRANNOY H. S.,2018-03-01,13,72,
83950,PRANNOY H. S.,2018-03-08,12,72,
83950,PRANNOY H. S.,2018-03-15,16,76,
83950,PRANNOY H. S.,2018-03-22,12,37,
83950,PRANNOY H. S.,2018-03-29,12,37,
83950,PRANNOY H. S.,2018-04-05,12,40,
83950,PRANNOY H. S.,2018-04-12,11,40,
83950,PRANNOY H. S.,2018-04-19,10,41,
83950,PRANNOY H. S.,2018-04-26,10,41,
83950,PRANNOY H. S.,2018-05-03,8,41,
83950,PRANNOY H. S.,2018-05-10,9,43,
83950,PRANNOY H. S.,2018-05-17,9,48,
83950,PRANNOY H. S.,2018-05-24,9,48,
83950,PRANNOY H. S.,2018-05-31,8,48,
83950,PRANNOY H. S.,2018-06-07,8,48,
83950,PRANNOY H. S.,2018-06-14,8,48,
83950,PRANNOY H. S.,2018-06-21,13,51,
83950,PRANNOY H. S.,2018-06-28,13,53,
83950,PRANNOY H. S.,2018-07-05,14,57,
83950,PRANNOY H. S.,2018-07-12,11,36,
83950,PRANNOY H. S.,2018-07-19,11,33,
83950,PRANNOY H. S.,2018-07-26,11,38,
83950,PRANNOY H. S.,2018-08-02,11,38,
83950,PRANNOY H. S.,2018-08-09,11,38,
83950,PRANNOY H. S.,2018-08-16,11,40,
83950,PRANNOY H. S.,2018-08-23,11,40,
83950,PRANNOY H. S.,2018-08-30,11,40,
83950,PRANNOY H. S.,2018-09-06,13,42,
83950,PRANNOY H. S.,2018-09-13,13,43,
83950,PRANNOY H. S.,2018-09-20,11,35,
83950,PRANNOY H. S.,2018-09-27,13,32,
83950,PRANNOY H. S.,2018-10-04,15,37,
83950,PRANNOY H. S.,2018-10-11,15,39,
83950,PRANNOY H. S.,2018-10-18,15,40,
83950,PRANNOY H. S.,2018-10-25,17,41,
83950,PRANNOY H. S.,2018-11-01,23,43,
83950,PRANNOY H. S.,2018-11-08,23,47,
83950,PRANNOY H. S.,2018-11-15,23,42,
83950,PRANNOY H. S.,2018-11-22,23,39,
83950,PRANNOY H. S.,2018-11-29,22,41,
83950,PRANNOY H. S.,2018-12-06,21,41,
83950,PRANNOY H. S.,2018-12-13,21,41,
83950,PRANNOY H. S.,2018-12-20,20,41,
83950,PRANNOY H. S.,2018-12-27,20,41,
83950,PRANNOY H. S.,2019-01-02,20,41,
83950,PRANNOY H. S.,2019-01-08,20,41,
83950,PRANNOY H. S.,2019-01-15,19,41,
83950,PRANNOY H. S.,2019-01-22,18,41,
83950,PRANNOY H. S.,2019-01-29,19,41,
83950,PRANNOY H. S.,2019-02-05,19,41,
83950,PRANNOY H. S.,2019-02-12,19,41,
83950,PRANNOY H. S.,2019-02-19,19,41,
83950,PRANNOY H. S.,2019-02-26,19,41,
83950,PRANNOY H. S.,2019-03-05,19,41,
83950,PRANNOY H. S.,2019-03-12,24,60,
83950,PRANNOY H. S.,2019-03-19,24,72,
83950,PRANNOY H. S.,2019-03-26,24,80,
83950,PRANNOY H. S.,2019-04-02,21,46,
83950,PRANNOY H. S.,2019-04-09,21,42,
83950,PRANNOY H. S.,2019-04-16,21,35,
83950,PRANNOY H. S.,2019-04-23,21,35,
83950,PRANNOY H. S.,2019-04-30,26,35,
83950,PRANNOY H. S.,2019-05-07,23,31,6
83950,PRANNOY H. S.,2019-05-14,24,31,9
83950,PRANNOY H. S.,2019-05-21,24,31,10
83950,PRANNOY H. S.,2019-05-28,26,31,29
83950,PRANNOY H. S.,2019-06-04,26,31,29
83950,PRANNOY H. S.,2019-06-11,27,29,30
83950,PRANNOY H. S.,2019-06-18,26,29,37
83950,PRANNOY H. S.,2019-06-25,26,29,38
83950,PRANNOY H. S.,2019-07-02,26,29,47
83950,PRANNOY H. S.,2019-07-09,32,29,49
83950,PRANNOY H. S.,2019-07-16,31,21,23
83950,PRANNOY H. S.,2019-07-23,34,24,19
83950,PRANNOY H. S.,2019-07-30,31,23,14
83950,PRANNOY H. S.,2019-08-06,31,21,13
83950,PRANNOY H. S.,2019-08-13,30,21,14
83950,PRANNOY H. S.,2019-08-20,30,22,15
83950,PRANNOY H. S.,2019-08-27,27,22,12
83950,PRANNOY H. S.,2019-09-03,26,22,12
83950,PRANNOY H. S.,2019-09-10,25,22,14
83950,PRANNOY H. S.,2019-09-17,25,22,15
83950,PRANNOY H. S.,2019-09-24,26,25,19
83950,PRANNOY H. S.,2019-10-01,28,30,23
83950,PRANNOY H. S.,2019-10-08,28,31,23
83950,PRANNOY H. S.,2019-10-15,28,31,23
83950,PRANNOY H. S.,2019-10-22,27,33,26
83950,PRANNOY H. S.,2019-10-29,29,34,29
83950,PRANNOY H. S.,2019-11-05,29,34,31
83950,PRANNOY H. S.,2019-11-12,28,34,30
83950,PRANNOY H. S.,2019-11-19,27,33,24
83950,PRANNOY H. S.,2019-11-26,27,35,25
83950,PRANNOY H. S.,2019-12-03,27,35,25
83950,PRANNOY H. S.,2019-12-10,27,35,25
83950,PRANNOY H. S.,2019-12-17,26,35,25
83950,PRANNOY H. S.,2019-12-24,26,35,25
83950,PRANNOY H. S.,2019-12-31,26,35,25
83950,PRANNOY H. S.,2020-01-07,26,35,25
83950,PRANNOY H. S.,2020-01-14,27,8,26
83950,PRANNOY H. S.,2020-01-21,27,15,28
83950,PRANNOY H. S.,2020-01-28,27,12,29
83950,PRANNOY H. S.,2020-02-04,27,12,29
83950,PRANNOY H. S.,2020-02-11,27,12,29
83950,PRANNOY H. S.,2020-02-18,27,12,27
83950,PRANNOY H. S.,2020-02-25,27,11,27
83950,PRANNOY H. S.,2020-03-03,27,11,27
83950,PRANNOY H. S.,2020-03-10,27,11,27
83950,PRANNOY H. S.,2020-03-17,28,24,30
83950,PRANNOY H. S.,2021-02-02,31,24,
83950,PRANNOY H. S.,2021-02-09,31,24,
83950,PRANNOY H. S.,2021-02-16,31,24,
83950,PRANNOY H. S.,2021-02-23,31,24,
83950,PRANNOY H. S.,2021-03-02,31,24,
83950,PRANNOY H. S.,2021-03-09,31,17,30
83950,PRANNOY H. S.,2021-03-16,31,17,30
83950,PRANNOY H. S.,2021-03-23,30,15,30
83950,PRANNOY H. S.,2021-03-30,30,14,30
83950,PRANNOY H. S.,2021-04-06,30,14,30
83950,PRANNOY H. S.,2021-04-13,30,14,30
83950,PRANNOY H. S.,2021-04-20,30,14,30
83950,PRANNOY H. S.,2021-04-27,30,14,30
83950,PRANNOY H. S.,2021-05-04,30,14,30
83950,PRANNOY H. S.,2021-05-11,30,14,30
83950,PRANNOY H. S.,2021-05-18,30,14,30
83950,PRANNOY H. S.,2021-05-25,30,20,30
83950,PRANNOY H. S.,2021-06-01,30,20,30
83950,PRANNOY H. S.,2021-06-08,30,20,30
83950,PRANNOY H. S.,2021-06-15,30,20,30
83950,PRANNOY H. S.,2021-06-22,30,20,
83950,PRANNOY H. S.,2021-06-29,30,20,
83950,PRANNOY H. S.,2021-07-06,30,20,
83950,PRANNOY H. S.,2021-07-13,30,20,
83950,PRANNOY H. S.,2021-07-20,30,20,
83950,PRANNOY H. S.,2021-07-27,30,20,
83950,PRANNOY H. S.,2021-08-03,30,20,
83950,PRANNOY H. S.,2021-08-10,30,20,
83950,PRANNOY H. S.,2021-08-17,30,20,
83950,PRANNOY H. S.,2021-08-24,30,20,
83950,PRANNOY H. S.,2021-08-31,30,20,
83950,PRANNOY H. S.,2021-09-07,30,20,
83950,PRANNOY H. S.,2021-09-14,30,20,
83950,PRANNOY H. S.,2021-09-21,30,20,
83950,PRANNOY H. S.,2021-09-28,30,20,
83950,PRANNOY H. S.,2021-10-05,30,20,
83950,PRANNOY H. S.,2021-10-12,30,20,
83950,PRANNOY H. S.,2021-10-19,30,20,
83950,PRANNOY H. S.,2021-10-26,31,18,
83950,PRANNOY H. S.,2021-11-02,32,18,
83950,PRANNOY H. S.,2021-11-09,33,19,
83950,PRANNOY H. S.,2021-11-16,32,19,
83950,PRANNOY H. S.,2021-11-23,31,14,
83950,PRANNOY H. S.,2021-11-30,31,16,
83950,PRANNOY H. S.,2021-12-07,32,16,
83950,PRANNOY H. S.,2021-12-14,32,16,
83950,PRANNOY H. S.,2021-12-21,26,16,
83950,PRANNOY H. S.,2021-12-28,26,16,
83950,PRANNOY H. S.,2022-01-04,26,16,
83950,PRANNOY H. S.,2022-01-11,26,16,
83950,PRANNOY H. S.,2022-01-18,24,5,
83950,PRANNOY H. S.,2022-01-25,24,4,
83950,PRANNOY H. S.,2022-02-01,24,7,
83950,PRANNOY H. S.,2022-02-08,24,7,
83950,PRANNOY H. S.,2022-02-15,24,7,
83950,PRANNOY H. S.,2022-02-22,24,7,
83950,PRANNOY H. S.,2022-03-01,24,7,
83950,PRANNOY H. S.,2022-03-08,24,7,
83950,PRANNOY H. S.,2022-03-15,24,2,
83950,PRANNOY H. S.,2022-03-22,26,3,
83950,PRANNOY H. S.,2022-03-29,23,2,
83950,PRANNOY H. S.,2022-04-05,23,2,
83950,PRANNOY H. S.,2022-04-12,23,3,
83950,PRANNOY H. S.,2022-04-19,23,3,
83950,PRANNOY H. S.,2022-04-26,23,3,
83950,PRANNOY H. S.,2022-05-03,23,3,
83950,PRANNOY H. S.,2022-05-10,23,3,
83950,PRANNOY H. S.,2022-05-17,23,3,
83950,PRANNOY H. S.,2022-05-24,23,3,
83950,PRANNOY H. S.,2022-05-31,23,3,
83950,PRANNOY H. S.,2022-06-07,23,3,
83950,PRANNOY H. S.,2022-06-14,23,6,
83950,PRANNOY H. S.,2022-06-21,21,4,
83950,PRANNOY H. S.,2022-06-28,21,4,
83950,PRANNOY H. S.,2022-07-05,19,2,
83950,PRANNOY H. S.,2022-07-12,19,2,
83950,PRANNOY H. S.,2022-07-19,19,2,
83950,PRANNOY H. S.,2022-07-26,19,2,
83950,PRANNOY H. S.,2022-08-02,19,2,
83950,PRANNOY H. S.,2022-08-09,18,2,
83950,PRANNOY H. S.,2022-08-16,18,2,
83950,PRANNOY H. S.,2022-08-23,18,2,
83950,PRANNOY H. S.,2022-08-30,18,2,
83950,PRANNOY H. S.,2022-09-06,18,1,
83950,PRANNOY H. S.,2022-09-13,16,1,
83950,PRANNOY H. S.,2022-09-20,16,1,
83950,PRANNOY H. S.,2022-09-27,15,1,
83950,PRANNOY H. S.,2022-10-04,14,1,
83950,PRANNOY H. S.,2022-10-11,13,1,
83950,PRANNOY H. S.,2022-10-18,13,1,
83950,PRANNOY H. S.,2022-10-25,12,1,
83950,PRANNOY H. S.,2022-11-01,12,2,
83950,PRANNOY H. S.,2022-11-08,12,3,
83950,PRANNOY H. S.,2022-11-15,12,3,
83950,PRANNOY H. S.,2022-11-22,12,3,
83950,PRANNOY H. S.,2022-11-29,12,3,
83950,PRANNOY H. S.,2022-12-06,12,3,
83950,PRANNOY H. S.,2022-12-13,11,3,
83950,PRANNOY H. S.,2022-12-20,9,3,
83950,PRANNOY H. S.,2022-12-27,8,3,
83950,PRANNOY H. S.,2023-01-03,8,3,
83950,PRANNOY H. S.,2023-01-10,8,3,
83950,PRANNOY H. S.,2023-01-17,9,3,
83950,PRANNOY H. S.,2023-01-24,9,8,
83950,PRANNOY H. S.,2023-01-31,9,15,
83950,PRANNOY H. S.,2023-02-07,9,19,
83950,PRANNOY H. S.,2023-02-14,9,19,
83950,PRANNOY H. S.,2023-02-21,9,19,
83950,PRANNOY H. S.,2023-02-28,9,19,
83950,PRANNOY H. S.,2023-03-07,9,19,
83950,PRANNOY H. S.,2023-03-14,9,24,
83950,PRANNOY H. S.,2023-03-21,9,21,
83950,PRANNOY H. S.,2023-03-28,9,20,
83950,PRANNOY H. S.,2023-04-04,9,22,
83950,PRANNOY H. S.,2023-04-11,9,23,
83950,PRANNOY H. S.,2023-04-18,9,23,
83950,PRANNOY H. S.,2023-04-25,9,23,
83950,PRANNOY H. S.,2023-05-02,9,23,
83950,PRANNOY H. S.,2023-05-09,9,23,
83950,PRANNOY H. S.,2023-05-16,7,23,
83950,PRANNOY H. S.,2023-05-23,9,23,
83950,PRANNOY H. S.,2023-05-30,8,12,
83950,PRANNOY H. S.,2023-06-06,8,17,
83950,PRANNOY H. S.,2023-06-13,9,19,
83950,PRANNOY H. S.,2023-06-20,9,12,
83950,PRANNOY H. S.,2023-06-27,8,7,
83950,PRANNOY H. S.,2023-07-04,8,7,
83950,PRANNOY H. S.,2023-07-11,9,10,
83950,PRANNOY H. S.,2023-07-18,10,11,
83950,PRANNOY H. S.,2023-07-25,10,11,
83950,PRANNOY H. S.,2023-08-01,9,10,
83950,PRANNOY H. S.,2023-08-08,9,5,
83950,PRANNOY H. S.,2023-08-15,9,5,
83950,PRANNOY H. S.,2023-08-22,9,5,
83950,PRANNOY H. S.,2023-08-29,6,5,
83950,PRANNOY H. S.,2023-09-05,6,5,
83950,PRANNOY H. S.,2023-09-12,7,5,
83950,PRANNOY H. S.,2023-09-19,7,9,
83950,PRANNOY H. S.,2023-09-26,7,9,
83950,PRANNOY H. S.,2023-10-03,7,9,
83950,PRANNOY H. S.,2023-10-10,8,9,
83950,PRANNOY H. S.,2023-10-17,8,10,
83950,PRANNOY H. S.,2023-10-24,8,14,
83950,PRANNOY H. S.,2023-10-31,8,15,
