team_1_athlete_1_id,team_1_athlete_1_name,team_1_athlete_1_profile_pic,team_1_athlete_1_nationality_name,team_1_athlete_1_national_flag_thumbnail,team_1_athlete_1_dob,team_1_athlete_1_age,team_1_athlete_1_height,team_1_athlete_2_id,team_1_athlete_2_name,team_1_athlete_2_profile_pic,team_1_athlete_2_nationality_name,team_1_athlete_2_national_flag_thumbnail,team_1_athlete_2_dob,team_1_athlete_2_age,team_1_athlete_2_height,team_1_current_rank,team_1_total_wins,team_1_total_points,team_1_career_wins,team_1_career_losses,team_1_current_year_wins,team_1_current_year_losses,team_2_athlete_1_id,team_2_athlete_1_name,team_2_athlete_1_profile_pic,team_2_athlete_1_nationality_name,team_2_athlete_1_national_flag_thumbnail,team_2_athlete_1_dob,team_2_athlete_1_age,team_2_athlete_1_height,team_2_athlete_2_id,team_2_athlete_2_name,team_2_athlete_2_profile_pic,team_2_athlete_2_nationality_name,team_2_athlete_2_national_flag_thumbnail,team_2_athlete_2_dob,team_2_athlete_2_age,team_2_athlete_2_height,team_2_current_rank,team_2_total_wins,team_2_total_points,team_2_career_wins,team_2_career_losses,team_2_current_year_wins,team_2_current_year_losses
72435,Satwiksairaj RANKIREDDY,https://img.bwfbadminton.com/image/upload/v1697771308/assets/players/thumbnail/72435.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2000-08-13,24,184.0,70500,Chirag SHETTY,https://img.bwfbadminton.com/image/upload/v1697771565/assets/players/thumbnail/70500.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,1997-07-04,27,186.0,16.0,1,42,226,105,13,6,67949,Junaidi ARIF,https://img.bwfbadminton.com/image/upload/v1654675738/assets/players/thumbnail/67949.jpg,Malaysia,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/MAS.png,2002-06-06,23.0,,88322,Roy King YAP,https://img.bwfbadminton.com/image/upload/v1654675882/assets/players/thumbnail/88322.jpg,Malaysia,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/MAS.png,2001-02-10,24.0,,24.0,0,21,47,32,12,11
72435,Satwiksairaj RANKIREDDY,https://img.bwfbadminton.com/image/upload/v1697771308/assets/players/thumbnail/72435.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2000-08-13,24,184.0,70500,Chirag SHETTY,https://img.bwfbadminton.com/image/upload/v1697771565/assets/players/thumbnail/70500.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,1997-07-04,27,186.0,16.0,2,359,226,105,13,6,90531,Wei Keng LIANG,https://img.bwfbadminton.com/image/upload/v1604896511/assets/players/thumbnail/90531.jpg,China,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/CHN.png,2000-11-30,24.0,175.0,55414,Chang WANG,https://img.bwfbadminton.com/image/upload/v1604896024/assets/players/thumbnail/55414.jpg,China,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/CHN.png,2001-05-07,24.0,181.0,6.0,5,339,133,39,17,8
72435,Satwiksairaj RANKIREDDY,https://img.bwfbadminton.com/image/upload/v1697771308/assets/players/thumbnail/72435.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2000-08-13,24,184.0,70500,Chirag SHETTY,https://img.bwfbadminton.com/image/upload/v1697771565/assets/players/thumbnail/70500.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,1997-07-04,27,186.0,16.0,4,391,226,105,13,6,91440,Muhammad Shohibul FIKRI,https://img.bwfbadminton.com/image/upload/v1604895889/assets/players/thumbnail/91440.jpg,Indonesia,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/INA.png,1999-11-15,25.0,176.0,79658,Bagas MAULANA,https://img.bwfbadminton.com/image/upload/v1647993849/assets/players/thumbnail/79658.jpg,Indonesia,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/INA.png,1998-07-20,26.0,182.0,155.0,4,384,119,83,0,1
72435,Satwiksairaj RANKIREDDY,https://img.bwfbadminton.com/image/upload/v1697771308/assets/players/thumbnail/72435.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2000-08-13,24,184.0,70500,Chirag SHETTY,https://img.bwfbadminton.com/image/upload/v1697771565/assets/players/thumbnail/70500.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,1997-07-04,27,186.0,16.0,4,260,226,105,13,6,76278,Ben LANE,https://img.bwfbadminton.com/image/upload/v1604895527/assets/players/thumbnail/76278.jpg,England,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/ENG.png,1997-07-13,27.0,175.0,72478,Sean VENDY,https://img.bwfbadminton.com/image/upload/v1604896409/assets/players/thumbnail/72478.jpg,England,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/ENG.png,1996-05-18,29.0,181.0,13.0,2,228,192,150,10,7
72435,Satwiksairaj RANKIREDDY,https://img.bwfbadminton.com/image/upload/v1697771308/assets/players/thumbnail/72435.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2000-08-13,24,184.0,70500,Chirag SHETTY,https://img.bwfbadminton.com/image/upload/v1697771565/assets/players/thumbnail/70500.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,1997-07-04,27,186.0,16.0,1,61,226,105,13,6,84102,Peeratchai SUKPHUN,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,Thailand,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/THA.png,2004-08-31,20.0,,65674,Pakkapon TEERARATSAKUL,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,Thailand,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/THA.png,2004-11-11,20.0,,33.0,0,52,73,53,6,8
72435,Satwiksairaj RANKIREDDY,https://img.bwfbadminton.com/image/upload/v1697771308/assets/players/thumbnail/72435.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2000-08-13,24,184.0,70500,Chirag SHETTY,https://img.bwfbadminton.com/image/upload/v1697771565/assets/players/thumbnail/70500.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,1997-07-04,27,186.0,16.0,4,369,226,105,13,6,52749,Mohammad AHSAN,https://img.bwfbadminton.com/image/upload/v1590501414/assets/players/thumbnail/52749.jpg,Indonesia,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/INA.png,1987-09-07,37.0,173.0,51074,Hendra SETIAWAN,https://img.bwfbadminton.com/image/upload/v1657778738/assets/players/thumbnail/51074.jpg,Indonesia,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/INA.png,1984-08-25,40.0,183.0,50.0,4,355,347,143,1,1
69560,Hariharan AMSAKARUNAN,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-05-18,22,,98187,Ruban Kumar RETHINASABAPATHI,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-07-08,21,,37.0,1,155,63,36,7,7,99494,Christian BERNARDO,https://img.bwfbadminton.com/image/upload/v1690255245/assets/players/thumbnail/99494.jpg,Philippines,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/PHI.png,1998-07-25,26.0,,56754,Alvin MORADA,https://img.bwfbadminton.com/image/upload/v1690255182/assets/players/thumbnail/56754.jpg,Philippines,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/PHI.png,1997-04-12,28.0,175.0,102.0,3,164,53,24,0,0
69560,Hariharan AMSAKARUNAN,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-05-18,22,,98187,Ruban Kumar RETHINASABAPATHI,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-07-08,21,,37.0,1,42,63,36,7,7,65371,Vaibhaav .,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,1999-04-24,26.0,,89369,Nithin H.V.,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2001-02-09,24.0,,,0,34,5,7,0,0
69560,Hariharan AMSAKARUNAN,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-05-18,22,,98187,Ruban Kumar RETHINASABAPATHI,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-07-08,21,,37.0,1,42,63,36,7,7,91112,Mael CATTOEN,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,France,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/FRA.png,2004-02-09,21.0,,78192,Lucas RENOIR,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,France,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/FRA.png,2004-03-07,21.0,,51.0,0,23,64,41,13,8
69560,Hariharan AMSAKARUNAN,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-05-18,22,,98187,Ruban Kumar RETHINASABAPATHI,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-07-08,21,,37.0,1,42,63,36,7,7,77168,Dev AYYAPPAN,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,United Arab Emirates,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/UAE.png,2006-01-16,19.0,,79739,Dhiren AYYAPPAN,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,United Arab Emirates,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/UAE.png,2006-01-16,19.0,,128.0,0,30,15,19,8,6
69560,Hariharan AMSAKARUNAN,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-05-18,22,,98187,Ruban Kumar RETHINASABAPATHI,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-07-08,21,,37.0,1,60,63,36,7,7,82404,Daniel Md Zakaria ASHRAF,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,Malaysia,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/MAS.png,2002-07-22,22.0,,70499,Nazri Md Zakaria M ARIFFIN,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,Malaysia,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/MAS.png,2004-08-31,20.0,,163.0,0,56,13,6,3,1
69560,Hariharan AMSAKARUNAN,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-05-18,22,,98187,Ruban Kumar RETHINASABAPATHI,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-07-08,21,,37.0,2,84,63,36,7,7,59445,Jean Bernard BONGOUT,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,Mauritius,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/MRI.png,2001-02-18,24.0,,64839,Georges Julien PAUL,https://img.bwfbadminton.com/image/upload/v1719889167/assets/players/thumbnail/64839.jpg,Mauritius,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/MRI.png,1996-01-07,29.0,,193.0,0,44,14,10,8,4
69560,Hariharan AMSAKARUNAN,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-05-18,22,,98187,Ruban Kumar RETHINASABAPATHI,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-07-08,21,,37.0,0,77,63,36,7,7,85805,Rory EASTON,https://img.bwfbadminton.com/image/upload/v1604899230/assets/players/thumbnail/85805.jpg,England,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/ENG.png,2001-01-16,24.0,,69360,Alex GREEN,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,England,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/ENG.png,2003-07-29,21.0,,57.0,2,95,30,20,4,8
69560,Hariharan AMSAKARUNAN,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-05-18,22,,98187,Ruban Kumar RETHINASABAPATHI,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-07-08,21,,37.0,0,58,63,36,7,7,56203,Aaron CHIA,https://img.bwfbadminton.com/image/upload/v1627949889/assets/players/thumbnail/56203.jpg,Malaysia,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/MAS.png,1997-02-24,28.0,168.0,99389,Wooi Yik SOH,https://img.bwfbadminton.com/image/upload/v1627949962/assets/players/thumbnail/99389.jpg,Malaysia,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/MAS.png,1998-02-17,27.0,185.0,2.0,2,84,256,130,27,8
69560,Hariharan AMSAKARUNAN,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-05-18,22,,98187,Ruban Kumar RETHINASABAPATHI,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-07-08,21,,37.0,2,84,63,36,7,7,58904,Madhuka DULANJANA,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,Sri Lanka,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/SRI.png,1998-08-08,26.0,,92369,Lahiru WEERASINGHE,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,Sri Lanka,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/SRI.png,1992-02-26,33.0,,171.0,0,30,4,15,1,2
69560,Hariharan AMSAKARUNAN,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-05-18,22,,98187,Ruban Kumar RETHINASABAPATHI,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-07-08,21,,37.0,0,58,63,36,7,7,88829,Ching Heng SU,https://img.bwfbadminton.com/image/upload/v1658730433/assets/players/thumbnail/88829.jpg,Chinese Taipei,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/TPE.png,1992-11-10,32.0,168.0,99841,Guan Xun WU,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,Chinese Taipei,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/TPE.png,2002-05-29,23.0,,139.0,1,62,11,3,11,3
69560,Hariharan AMSAKARUNAN,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-05-18,22,,98187,Ruban Kumar RETHINASABAPATHI,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-07-08,21,,37.0,1,42,63,36,7,7,84731,Pannawat JAMTUBTIM,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,Thailand,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/THA.png,2007-03-07,18.0,,92576,Ratchapol MAKKASASITHORN,https://img.bwfbadminton.com/image/upload/v1604897793/assets/players/thumbnail/92576.jpg,Thailand,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/THA.png,2001-12-01,23.0,,536.0,0,30,0,1,0,1
69560,Hariharan AMSAKARUNAN,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-05-18,22,,98187,Ruban Kumar RETHINASABAPATHI,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-07-08,21,,37.0,1,42,63,36,7,7,93283,SANJAI SRIVATSA DHANRAJ,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,1999-04-17,26.0,,69148,Sai Pavan KARRI,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2000-06-16,25.0,,241.0,0,18,8,19,0,0
69560,Hariharan AMSAKARUNAN,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-05-18,22,,98187,Ruban Kumar RETHINASABAPATHI,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-07-08,21,,37.0,1,42,63,36,7,7,73913,Dingku Singh KONTHOUJAM,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2001-03-28,24.0,,73760,Amaan MOHAMMAD,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2002-04-14,23.0,,82.0,0,31,19,14,7,2
69560,Hariharan AMSAKARUNAN,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-05-18,22,,98187,Ruban Kumar RETHINASABAPATHI,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-07-08,21,,37.0,1,42,63,36,7,7,98216,Chayanit JOSHI,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-05-10,22.0,,70149,Mayank RANA,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2006-04-02,19.0,,113.0,0,26,10,11,0,2
69560,Hariharan AMSAKARUNAN,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-05-18,22,,98187,Ruban Kumar RETHINASABAPATHI,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-07-08,21,,37.0,1,79,63,36,7,7,77156,Pruthvi KRISHNAMURTHY ROY,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2002-07-13,22.0,,77389,Sai PRATHEEK.K,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2000-05-03,25.0,180.0,40.0,1,69,18,11,4,7
69560,Hariharan AMSAKARUNAN,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-05-18,22,,98187,Ruban Kumar RETHINASABAPATHI,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-07-08,21,,37.0,1,42,63,36,7,7,85332,Ganesh Kumar ARUMUGAM,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,1997-08-18,27.0,,71163,Arjunkrishnan RAJARAM,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,1996-07-20,28.0,,279.0,0,34,7,3,0,0
69560,Hariharan AMSAKARUNAN,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-05-18,22,,98187,Ruban Kumar RETHINASABAPATHI,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-07-08,21,,37.0,1,42,63,36,7,7,58201,Achutaditya Rao DODDAVARAPU,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2002-01-19,23.0,,96119,SIDDARTH ELANGO,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,1999-07-20,25.0,,253.0,0,25,0,4,0,0
69560,Hariharan AMSAKARUNAN,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-05-18,22,,98187,Ruban Kumar RETHINASABAPATHI,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-07-08,21,,37.0,1,42,63,36,7,7,64005,Deep RAMBHIYA,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,1999-03-17,26.0,,68530,Pratik RANADE,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,1999-11-19,25.0,,292.0,0,29,4,3,0,0
69560,Hariharan AMSAKARUNAN,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-05-18,22,,98187,Ruban Kumar RETHINASABAPATHI,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-07-08,21,,37.0,2,103,63,36,7,7,68809,Ayush AGARWAL,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-05-24,22.0,,87422,Nitin KUMAR,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2002-01-04,23.0,,271.0,0,67,3,7,0,0
69560,Hariharan AMSAKARUNAN,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-05-18,22,,98187,Ruban Kumar RETHINASABAPATHI,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-07-08,21,,37.0,1,42,63,36,7,7,67367,Abinash MOHANTY,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2002-01-19,23.0,,74637,Ayush PATTANAYAK,https://img.bwfbadminton.com/image/upload/assets/players/thumbnail/profile_male.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-03-14,22.0,,95.0,0,30,12,16,1,4
71612,Treesa JOLLY,https://img.bwfbadminton.com/image/upload/v1648717096/assets/players/thumbnail/71612.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-05-27,22,176.0,59966,GAYATRI GOPICHAND PULLELA,https://img.bwfbadminton.com/image/upload/v1604896462/assets/players/thumbnail/59966.jpg,India,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/IND.png,2003-03-04,22,155.0,11.0,0,34,96,66,10,8,84159,Rui HIROKAMI,https://img.bwfbadminton.com/image/upload/v1658500458/assets/players/thumbnail/84159.jpg,Japan,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/JPN.png,2002-07-26,22.0,,59014,Sayaka HOBARA,https://img.bwfbadminton.com/image/upload/v1658731272/assets/players/thumbnail/59014.jpg,Japan,https://img.bwfbadminton.com/image/upload/assets/flag-circle-svg-custom/JPN.png,1998-07-30,26.0,,124.0,1,43,8,2,8,2
