,athlete_id,athlete_name,competition_id,comp_name,comp_date,comp_year,type_arrow_avg,arrow_average
621,17262,Ankita Bhakat,21190,Bangkok 2019 Asian Archery Championships,2019-11-22,2019,competition,8.79
622,5354,Abhishek Verma,21190,Bangkok 2019 Asian Archery Championships,2019-11-22,2019,competition,9.79
623,31020,Parth Sushant Salunkhe,19874,Madrid 2019,2019-08-19,2019,competition,9.17
624,27737,Komalika Bari,19874,Madrid 2019,2019-08-19,2019,competition,9.03
625,27738,Prathamesh Samadhan Jawkar,19874,Madrid 2019,2019-08-19,2019,competition,9.22
626,5354,Abhishek Verma,26147,Hermosillo 2023,,,competition,9.82
627,8734,Deepika Kumari,27828,Tlaxcala 2024,,,competition,9.116666666666667
628,22125,Dhiraj Bommadevara,26147,Hermosillo 2023,,,competition,9.423333333333334
629,22125,Dhiraj Bommadevara,27828,Tlaxcala 2024,,,competition,9.27
630,27738,Prathamesh Samadhan Jawkar,26147,Hermosillo 2023,,,competition,9.933333333333332
631,42056,Priyansh ,27828,Tlaxcala 2024,,,competition,9.73
632,43889,Aditi Gopichand Swami,26147,Hermosillo 2023,,,competition,9.67
