athlete_id,display_name,category
57372,DHRUV KAPILA,Mixed
57372,DHRUV KAPILA,XD
69560,Hariharan AMSAKARUNAN,MD
69560,Hariharan AMSAKARUNAN,Doubles
69560,Hariharan AMSAKARUNAN,MD U17
71612,Treesa JOLLY,WD U17
71612,Treesa JOLLY,WD-U19
71612,Treesa JOLLY,Doubles
71612,Treesa JOLLY,WD
72435,Satwiksairaj RANKIREDDY,MD
72435,Satwiksairaj RANKIREDDY,BD U17
72435,Satwiksairaj RANKIREDDY,Men's Doubles
72435,Satwiksairaj RANKIREDDY,Doubles
